product_id,shop_id,product_name,ingredient,feature,skin_type,capacity,design,brand,expiry,origin
176,141,Sữa Rửa Mặt BIOAQUA Vị Đào NO.BQY72653,đào tinh chất axit amin aqua nước sodium cocoyi potasium cocoate laury potasium cocoyi oat protein sodium lauroyl ectoin styrene dmdm,"làm sạch, dưỡng ẩm, làm trắng, giúp da thông thoáng",,,,,3 năm,
177,142,Sữa Rửa Mặt Dịu Nhẹ Simple Kind To Skin Refreshing Facial Wash 150ml,"aqua, betaine, glycol, disodium edta, sodium chloride, sodium hydroxymethylglycinate","làm sạch da, loại bỏ lớp trang điểm hay bụi bẩn và các tạp chất khác, đem lại làn da tươi mát và đầy sức sống.","phù hợp với mọi loại da, kể cả da nhạy cảm.",150 ml,vỏ chai xám được làm từ 10 nhựa tái chế. texture dạng gel không quá đặc cũng không quá lỏng.,simple,2023,"uk, sản xuất tại poland (ba lan)"
178,123,Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 500ml,"cetyl alcohol, glycol, sodium lauryl sulfate, stearyl alcohol","làm sạch da, không xà phòng, không chứa hương liệu và các chất bảo quản, cung cấp độ ẩm cho da","phù hợp với mọi loại da, đặc biệt là da nhạy cảm, da bị mụn trứng cá, chàm, da khô, vảy cá đỏ","125 ml, 250 ml, 473 ml, 50 ml, 10 ml",,cetaphil,,"thương hiệu xuất phát từ mỹ, sản xuất tại nhiều quốc gia trên thế giới"
179,79,Sữa Rửa Mặt Hada Labo Sữa chính hãng công ty 80g,"ha sha nano ha, ha acid 1 gram, sha super acid, nano ha, arbutin tinh khiết, vitamin c, b3, colagen, retinyl","giúp khắc phục tình trạng da khô sạm do mất nước, giúp dưỡng da ẩm mượt sáng mịn tươi trẻ mỗi ngày, bọt mịn nhẹ nhàng sẽ rửa sạch lớp tế bào chết bụi bẫn bã nhờn ẩn sâu trong lỗ chân lông, cung cấp độ ẩm tối ưu cho các lớp biểu bì, tái tạo cấu trúc đàn hồi cho làn da luôn ẩm mượt sáng mịn","khô, sạm",80g,tuýp kem rửa mặt màu xanh hoặc màu đỏ,hada labo,,
180,143,Sữa Rửa Mặt Tràm Trà Phiên Bản EX MEDIHEAL TEATREE CARE 170ML,"chiết xuất từ lá tràm trà, hàm lượng 10 0 pm","công làm mịn da, kháng khuẩn, đem lại làn da khỏe mạnh, đem lại sự sảng khoái cho da",thích hợp cho da nhạy cảm,,,mediheal,3 năm kể từ ngày sản xuất,hàn quốc
181,144,Sữa rửa mặt trà xanh mẫu mới 150ml,tinh lá trà,"giúp dưỡng ẩm sâu, giữ lại độ ẩm tự nhiên cho da, làm sạch bụi bẩn và các tạp chất trên da, hút nhờn và ngăn ngừa các dấu hiệu lão hóa da",,150 ml,,,,
182,145,Sữa Rửa Mặt Hạt Ý Dĩ Hatomugi Trắng Da Nhật Bản,từ ý dĩ lô hội dầu hoa trà acid lành tính,"làm sạch da, ngừa lão hóa da, dưỡng ẩm tự nhiên, giảm dầu nhờn, se khít lỗ chân lông, chống oxy hóa, bảo vệ tế bào da","phù hợp với mọi loại da, kể cả da nhạy cảm, da khô, và da dầu",,,hatomugi,,nhật bản
183,146,Sữa rửa mặt dạng bùn Naruko trà tràm Tea Tree Purifying Clay Mask and Cleanser in 1 120 gr,"bùn trà tràm, dầu trên da, chiết xuất từ nho, nước","làm sạch, giảm bã nhờn, làm sáng da, se khít lỗ chân lông, cân bằng độ ẩm cho da",phù hợp với tất cả mọi loại da,120 gr,,naruko,3 năm kể từ ngày sản xuất,đài loan
184,72,Sữa rửa mặt trà xanh Rohto Shirochasou Nhật Bản 120g,chiết xuất từ trà xanh nguyên chất vùng uji kyoto nhật bản,"giúp làm sạch sâu lỗ chân lông, tăng cường diệt khuẩn, ngăn ngừa mụn hình thành, dưỡng da mịn màng và tránh làm da khô bong tróc hay mất đi lớp dầu tự nhiên trên bề mặt",,,dạng kem bọt mịn,rohto,,nhật bản
185,147,"Sữa rửa mặt 3W Clinic Hàn Quốc mẫu mới 100ml cấp ẩm, làm sạch da loại bỏ bụi bẩn",tùy thuộc vào từng loại sản phẩm,"làm sạch da mặt, nuôi dưỡng da khỏe mạnh, chống oxy hóa, diệt khuẩn, tăng độ đàn hồi và độ ẩm cho da",tùy thuộc vào từng loại sản phẩm,10 ml,cải thiện nhiều về chất lượng lẫn bao bì sản phẩm,3 w clinic,,hàn quốc
186,148,"Sữa Rửa Mặt Tạo Bọt Rau Củ Quả Ginbi Giúp Làm Sạch Lỗ Chân Lông, Làm Sạch Bụi Bẩn Từ Sâu Bên Trong",,mặt nạ sủi bọt tăng cường độ ẩm và độ đàn hồi của da thúc đẩy quá trình thay mới tế bào da ngăn ngừa sự hình thành các đốm nâu tàn nhang mang đến cho bạn làn da không tì vết amino acid cũng hỗ trợ quá trình thay mới tế bào da diễn ra suôn sẻ hơn,thích hợp mọi loại da không gây kích ứng,,,ginbi,,
187,104,[Mẫu Mới Nhất 2022] Sữa Rửa Mặt Innisfree Jeju Volcanic Pore Cleansing Foam,tinh chất chiết xuất từ các hạt tro núi lửa đảo jeju,"loại bỏ tạp chất, bụi bẩn, lớp trang điểm có trên da, khả năng hút nhờn mạnh mẽ, làm sạch sâu lỗ chân lông, se khít lỗ chân lông, ngăn ngừa các loại mụn phát triển trên da",,,"dạng kem sữa màu trắng rất mịn, có những hạt mát-xa rất nhỏ màu đỏ",,,
188,149,"Sữa rửa mặt than sạch mụn, trắng da BENEW CHARCOAL Hàn quốc cao cấp 100ml/Hộp",tinh chất than hoạt tính,"khử sạch bã nhờn và các chất độc trên da, làm mịn bề mặt da và làm sắc da rạng rỡ săn và làm mềm da, nuôi dưỡng và tạo độ ẩm sâu cho da",,10 ml,hộp,benew,2-3 năm,hàn quốc
189,86,[DATE 2024] Sữa rửa mặt Ohui hồng Miracle 80ml,,"cung cấp độ ẩm, giữ da săn chắc, giúp da có độ đàn hồi cao, phục hồi những vùng da bị hư tổn, chống mất nước, ngăn ngừa sự lão hóa, làm sạch sâu các tế bào chết, tẩy sạch bụi bẩn trong lỗ chân lông, giúp làn da trở nên thông và mịn căng tràn sức sống",,80 ml,,ohui,,
190,34,SỬA RỬA MẶT INNIS TRÀ XANH,"chiết xuất trà xanh tự nhiên, kaolin, các thành phần chống oxy hóa, linoleic acid, vitamin e và các chất khoáng","làm sạch bụi bẩn và tạp chất trên da, hút nhờn và ngăn ngừa dấu hiệu lão hóa da, phục hồi độ đàn hồi và sự tươi trẻ cho làn da, chống tia cực tím và các ảnh hưởng xấu từ môi trường, kiềm dầu và hạn chế mụn","phù hợp cho mọi loại da, đặc biệt phù hợp cho da dầu và có mụn",,,inisfre,,đảo jeju
191,150,Gel Rửa Mặt Hazeline Ngừa Mụn Dịu Nhẹ Matcha Tràm Trà,chiết xuất nguồn gốc thiên nhiên và thành phần ngừa mụn hazeline,làm sạch dầu thừa và bụi bẩn sâu bên trong giúp ngừa mụn hiệu quả mà vẫn dịu nhẹ cho da,,10 gr,,hazeline,,
192,22,[TIẾT KIỆM HƠN] Bộ 02 Sữa rửa mặt tạo bọt chiết xuất tơ tằm trắng Senka Perfect Whip 120g/chai,"tinh chất tơ tằm trắng, acid 2, phức hợp 2 thành phần dưỡng ẩm","làm sạch bụi bẩn và bã nhờn sâu trong lỗ chân lông, giữ ẩm tự nhiên giúp da sáng mịn và mềm mượt",phù hợp cho da dầu và da thường,120 g,,senka,"3 năm kể từ ngày sản xuất, nsx in trên bao bì sản phẩm",nhật bản
193,11,Kem Rửa Mặt Dưỡng Ẩm Cho Mọi Loại Da Hada Labo Advanced Nourish Cream Cleanser 80g dưỡng ẩm tối ưu - Hasaki,"ha sha nano ha, ha acid, sha super acid, nano acid","rửa sạch lớp tế bào chết, bụi bẩn, bã nhờn ẩn sâu trong lỗ chân lông, cung cấp độ ẩm tối ưu cho các lớp biểu bì, khắc phục tình trạng khô sạm do mất nước, tái tạo cấu trúc đàn hồi cho làn da luôn ẩm mượt sáng mịn.","phù hợp với mọi loại da, đặc biệt là da thường và da khô.",,"lớp bọt mịn nhẹ nhàng, thiết kế tối giản sang trọng.",hada labo,,nhật bản
194,108,Sữa Rửa Mặt Cetaphil Gentle Skin Cleanser 29ml,,"giúp làm sạch da không gây kích ứng da, giảm thiểu chất nhờn trên mặt, giúp làn da trông tươi trẻ, phù hợp mọi loại da",phù hợp mọi loại da,29 ml,,cetaphil,,
195,151,SỮA RỬA MẶT TẠO BỌT BIOAQUA CHIẾT XUẤT NHA ĐAM CÓ ĐẦU CỌ SILICON MASSAGE TẨY TRANG LÀM SẠCH SÂU Nội Địa Trung,các chiết xuất thiên nhiên,giúp làm sạch sâu và bổ sung độ ẩm cũng như dưỡng chất cho da mà không phải cho sữa ra tay xoa hai lòng bàn tay vào với nhau để tạo bọt,,,cấu tạo khác biệt với bàn chải masage,bioaqua,,
196,152,💁SỮA RỬA MẶT GẠO HỒNG THE FACE SHOP tuýp lớn 150ml,chiết xuất gạo,"làm sạch, dưỡng trắng",tất cả mọi loại da,tuýp lớn 150 ml,,thương hiệu the face shop,,hàn quốc
197,153,Sữa rửa mặt làm sáng da Pond's White Beauty 15g,"hạt tầm xuân, vitamin b3, acid 4d, phức hợp acid béo","làm sáng da, loại bỏ tế bào chết, ngăn ngừa mụn, tái tạo tế bào, chống lão hóa da, giữ ẩm da, giảm tình trạng mất nước, làm giảm tình trạng khô da và xuất hiện nếp nhăn",mọi loại da,15 g,,pond s,3 năm kể từ ngày sản xuất,
198,154,Sữa Rửa Mặt St.Ives - St.Ives sữa rửa mặt tẩy tế bào chết dịu nhẹ 170g,"thiên nhiên bộ 4 sản phẩm, chiết xuất trái mơ, acid, dừa và cà phê, quả mơ tự nhiên, trà xanh, yến mạch, hạt óc chó","tẩy tế bào chết, làm sạch bụi bẩn, ngăn ngừa mụn, thu nhỏ lỗ chân lông, giúp da khỏe mạnh, trắng sáng, tăng độ sáng của da, nuôi dưỡng da và giữ ẩm",da xỉn màu,170 g,dạng sữa rửa mặt,st ives,,usa
199,155,[SIÊU SALE] Sữa rửa mặt Cetaphil Gentle Skin Cleanser 125ml và 500ml,"glycol, cetyl alcohol, stearyl alcohol","giữ ẩm, nuôi dưỡng, phục hồi tế bào da","mọi loại da, đặc biệt là da mụn và nhạy cảm","125 ml, 250 ml, 50 ml",chai,cetaphil,,canada
200,93,Set 3 Chai Sữa Rửa Mặt Dịu Da Cetaphil Gentle Skin Cleanser,,"làm sạch nhẹ nhàng làn da, giúp loại bỏ bụi bẩn, phấn trang điểm mà vẫn duy trì độ ẩm của làn da, không gây kích ứng, không gây khô da, giúp da mềm mại và mịn màng, bổ sung dưỡng chất nhằm nuôi dưỡng làn da, tẩy sạch chất nhờn, bụi bẩn, không bít lỗ chân lông, độ ph chuẩn 6.3 tương đương độ ph của da, duy trì hàng rào bảo vệ da",dùng cho hầu hết mọi loại da đặc biệt an toàn cho da nhạy cảm,,,getaphil,,
201,156,SỮA RỬA MẶT ST.IVES TRÀ XANH,"tinh chất trà xanh, hạt cát mát xa","tẩy đi tế bào chết, loại bỏ bụi bẩn, ngăn ngừa mụn và lão hóa",,170 gram,,st ives,,made in usa
202,157,Sữa Rửa Mặt Innisfree Cleansing Foam 150ml,chiết xuất hoàn toàn tự nhiên,"dưỡng ẩm, chống oxy hóa, hút sạch bã nhờn, làm săn da, làm sáng da, làm trắng da, tẩy tế bào chết","da thường, da hỗn hợp, da dầu, da mụn",150 ml,gồm 7 dòng,inisfre,,hàn quốc
203,158,Sữa Rửa Mặt Trắng Da Hatomugi Cleansing Foam Hạt Ý Dĩ,"hạt coix, yến mạch, đào, ngọc trai, vitamin e, b1, b12, axit amin","làm trắng sáng da, giúp thải độc tố da, làm săn chắc và chống lão hóa da, dưỡng ẩm và chống viêm da, phòng chống cháy nắng",phù hợp với mọi loại da,có cỡ nhỏ 130g và cỡ lớn 170g,hộp nhựa trắng với hình ảnh sản phẩm và thông tin về thành phần và công dụng,hatomugi,,
204,0,SỮA RỬA MẶT SIMPLE GIÚP DƯỠNG ẨM CHO DA TRÔNG KHỎE VÀ MỊN MÀNG 150ML [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],"x2 vitamin b5, vitamin e, pro amino acids và hoa cúc la mã","giúp làm dịu da, giúp da trông ẩm mượt, không bị khô căng và không gây kích ứng cho da",da thường,,,simple,03 năm kể từ ngày sản xuất,poland
205,159,"Sữa rửa mặt nghệ nhân sâm, giúp giảm mụn, cân bằng độ PH cho da 200ml ( MỘC LINH HƯƠNG )","nghệ, nhâm sâm, vitamin e","tái tạo làn da bị hư tổn do mụn thâm và sẹo rỗ, làm mờ vết thâm, làn da mịn màng tươi trẻ, hạn chế nếp nhăn, hỗ trợ se khít lỗ chân lông, đào thảo bã nhờn do tuyến mồ hôi tiết ra, dưỡng ẩm cho da",,,,,,
206,45,[Mã COSACD10 giảm 10% đơn 600K] Bộ sản phẩm làm sạch và bảo vệ da dầu nhạy cảm La RochePosay Effaclar Gel,"zinc pca, nước khoáng","làm sạch và giảm nhờn cho da dầu và mụn nhạy cảm, làm dịu và cân bằng độ ph cho da",da dầu nhạy cảm và da mụn,"40ml (gel rửa mặt), 50ml (nước khoáng)",chai nhựa dẻo có nắp đậy,la roche-posay,03 năm kể từ nsx,pháp
207,160,Sữa rửa mặt sáng da L'Oreal Paris Glycolic (AHA) Bright 100ml,"glycolic acid, tro ng lượng phân tử nhỏ trong nhôm aha","làm sạch tế bào da chết, thẩm thấu sâu hơn và giúp da trông tươi sáng rạng rỡ hơn",,,,l'oréal paris,"3 năm kể từ ngày sản xuất, nsx xem trên bao bì",trung quốc
208,161,Sữa Rửa Mặt Dành Cho Nam  Ice Mud BLUEMAN - Làm Sạch Dầu Và Bã Nhờn 170ml,"bùn biển glacier, rong biển jeju, rau má, glycine","làm sạch da, ngừa mụn, kiểm soát dầu, se khít lỗ chân lông, dưỡng ẩm, làm dịu da","thích hợp cho da có mụn ẩn, da thâm, dầu nhờn",170 ml,,blueman,03 năm kể từ ngày sản xuất,nội địa trung quốc
209,162,Sữa Rửa Mặt Dành Cho Da Nhạy Cảm Simple Kind To Skin Refreshing Facial Wash Gel 150ml,công thức dịu nhẹ và thành phần lành tính,giúp nhẹ nhàng làm sạch da loại bỏ lớp trang điểm hay bụi bẩn và các tạp chất khác còn sót lại sau khi tẩy trang đem lại làn da tươi mát và đầy sức sống,phù hợp với mọi loại da kể cả da nhạy cảm,150 ml,sản phẩm có dạng gel,simple,,anh quốc
210,160,Sữa rửa mặt trắng da L'Oreal Paris Aura Perfect Milk foam 50ml / 100ml,tinh thể đá quý và vitamin c,"làm sạch, trắng da, làm mềm mịn",,,,l'oreal paris,3 năm kể từ ngày sản xuất,
211,81,[Mã COSACD6 giảm 10% đơn 400K] Bộ sữa rửa mặt Cerave làm sạch dầu cho da dầu (88ml) và sữa dưỡng ẩm cho da khô (20ml),xem chi tiết trên bao bì,"làm sạch da, giữ ẩm cho da, loại bỏ dầu thừa và bụi bẩn, không phá vỡ hàng rào độ ẩm tự nhiên của da, dưỡng ẩm dịu nhẹ và giúp duy trì hàng rào độ ẩm tự nhiên của da, không bít tắc lỗ chân lông, giúp da săn chắc",,,,cerave,3 năm kể từ ngày sản xuất,"thương hiệu mỹ, nơi sản xuất pháp"
212,163,SỮA RỬA MẶT - ACERIN GENTLE FOAMING CLEANSER 155ML (TUÝP) GaMa,,"vệ sinh da, giữ ẩm da, hạn chế khô nứt da, giảm nhăn da, sạch nhờn, ngừa mụn, hỗ trợ ngừa rôm sẩy ngứa da khô, da giữ ẩm hiệu quả","thích hợp cho cả da nhờn và da khô, đặc biệt thích hợp cho làn da mỏng manh nhạy cảm của trẻ sơ sinh và trẻ em",15ml,tuýp,acerin,,việt nam
213,102,2 tuýp Sữa Rửa Mặt Làm Sáng Da Pond's hồng (15g),"glycerin, vitamin b3 và nhiều thành phần làm mềm và sáng da nhẹ nhàng","loại bỏ hiệu quả lớp bã nhờn và tế bào chết từ sâu bên trong lỗ chân lông cho da thật sạch và tươi sáng, bổ sung độ ẩm cùng dưỡng chất dưỡng trắng tự nhiên cho da dần trở nên trắng hồng rạng rỡ",phù hợp với mọi loại da,tuýp sữa rửa mặt làm sáng da pond s white beauty có dung tích 15 gr và tuýp sữa rửa mặt pond s trắng hồng rạng ngời có dung tích 10 g,,pond s,,
214,164,Sữa rửa mặt Senka từ Nhật bản đủ 4 màu 120g,hơn 60 thành phần dưỡng kết hợp cùng colagen,"giúp làm sạch da hiệu quả nhưng vẫn bảo toàn được độ ẩm của lớp màng bảo vệ da, phát huy tối đa tác dụng dưỡng ẩm giúp giữ kết cấu da mềm mịn, có tác dụng bảo vệ da khỏi các tác động bên ngoài, có khả năng thúc đẩy sự phục hồi của lớp sừng",,,dạng sữa rửa mặt tạo bọt mịn màng chất xốp đặc trưng,senka,,
215,165,Sữa rửa mặt Hatomugi hạt ý dĩ,hạt coix,"giúp da mềm mại mịn màng, trắng sáng, chống lão hóa tốt",,,,naturie,,
